method,seed_size,seed_undersample_state,random_state,minority_class_name,CatBoost_f1_minority,CatBoost_min_as_maj,CatBoost_maj_as_min,XGBoost_f1_minority,XGBoost_min_as_maj,XGBoost_maj_as_min,LightGBM_f1_minority,LightGBM_min_as_maj,LightGBM_maj_as_min,TabM_f1_minority,TabM_min_as_maj,TabM_maj_as_min
TabSyn,5,0,0,DDOS attack-LOIC-UDP,0.8911018305364468,338,1,0.7732764742940033,637,1,0.8501997331988709,448,2,0.8753660912739586,380,3
TabSyn,5,1,0,DDOS attack-LOIC-UDP,0.9189865493930788,256,3,0.8336145793306967,490,3,0.8926626076434012,332,3,0.8862391229346211,350,3
TabSyn,5,2,0,DDOS attack-LOIC-UDP,0.8137457039840121,541,1,0.793006992527717,591,1,0.8580879915702749,428,1,0.7575539563630297,672,2
TabSyn,5,3,0,DDOS attack-LOIC-UDP,0.6796785299755818,837,0,0.4788359784713625,1182,0,0.4861781479422423,1171,0,0.8401611815133393,474,2
TabSyn,5,4,0,DDOS attack-LOIC-UDP,0.805536331698147,561,1,0.6562864923570456,882,1,0.6414797319523049,910,1,0.7862165958653271,607,1
TabSyn,5,5,0,DDOS attack-LOIC-UDP,0.8807517817487704,366,2,0.6990583799586166,797,2,0.750813742748951,687,2,0.8965517236425129,321,3
TabSyn,5,6,0,DDOS attack-LOIC-UDP,0.7800565766099159,622,0,0.7796250437402149,623,0,0.7963737791574128,583,1,0.9013994905983104,308,2
TabSyn,5,7,0,DDOS attack-LOIC-UDP,0.9549440575590208,146,3,0.8012486987903759,570,3,0.921348314109114,249,3,0.9142318562418692,270,3
TabSyn,5,8,0,DDOS attack-LOIC-UDP,0.937230768732086,202,2,0.8243703194601647,514,2,0.8904593634628847,339,2,0.8837209297385241,357,3
TabSyn,5,9,0,DDOS attack-LOIC-UDP,0.6852134141831694,826,0,0.592985317690014,998,0,0.6751152069255283,846,0,0.8861657524886704,351,2
TabSyn,5,10,0,DDOS attack-LOIC-UDP,0.7819336621906784,617,1,0.6904400602451826,815,1,0.745639534415344,699,1,0.9293242400474018,226,2
TabSyn,5,11,0,DDOS attack-LOIC-UDP,0.9624737311121888,122,3,0.82966474722779,500,3,0.9362880881439966,204,3,0.8983104872315327,316,3
TabSyn,5,12,0,DDOS attack-LOIC-UDP,0.8018049283630979,570,1,0.7285451192414482,736,1,0.7862165958653271,607,1,0.967124924783826,107,3
TabSyn,5,13,0,DDOS attack-LOIC-UDP,0.8013888884079179,571,1,0.7842309041334757,611,2,0.7438136822103996,703,1,0.919324577363693,255,3
TabSyn,5,14,0,DDOS attack-LOIC-UDP,0.9118387904351372,277,3,0.7178916105262212,758,2,0.7899159659076299,597,3,0.7840789005440932,612,1
TabSyn,5,15,0,DDOS attack-LOIC-UDP,0.8795845499772273,370,1,0.7942717424474633,588,1,0.806496198550379,558,2,0.8701341179244427,395,2
TabSyn,5,16,0,DDOS attack-LOIC-UDP,0.9110410089670484,281,1,0.8803889784367362,367,2,0.8638157889822107,412,2,0.9402023914054266,192,3
TabSyn,5,17,0,DDOS attack-LOIC-UDP,0.8882447660112367,346,1,0.8485657099844484,453,1,0.833108107621247,492,2,0.8862391229346211,350,3
TabSyn,5,18,0,DDOS attack-LOIC-UDP,0.8013888884079179,571,1,0.6692366996310325,857,1,0.7396860163276023,712,1,0.8731659597289428,386,3
TabSyn,5,19,0,DDOS attack-LOIC-UDP,0.917971195495123,259,3,0.6447058819147192,903,3,0.7687923044775948,646,3,0.9025087324350844,304,3
TabSyn,5,20,0,DDOS attack-LOIC-UDP,0.932962619211196,215,2,0.4455445541077584,1230,2,0.285998013656588,1437,1,0.8742671004842897,383,3
TabSyn,5,21,0,DDOS attack-LOIC-UDP,0.9862129651785784,44,3,0.6924242419707864,811,1,0.7953990932808428,584,3,0.9711223573443852,94,3
TabSyn,5,22,0,DDOS attack-LOIC-UDP,0.8381016487887705,480,1,0.8603499499877969,422,1,0.8588429747159132,426,1,0.9210115511727072,250,3
TabSyn,5,23,0,DDOS attack-LOIC-UDP,0.8967721311761495,322,1,0.6018631020490827,982,1,0.5534591190960905,1065,0,0.7087850462704107,777,2
TabSyn,5,24,0,DDOS attack-LOIC-UDP,0.8660538406113131,406,2,0.2817322048341121,1442,1,0.3160975607084959,1401,1,0.8739002927622684,384,3
TabSyn,2,0,0,SQL Injection,0.5714285710108044,51,0,0.1111111110037036,80,0,0.1111111110037036,80,0,0.5470085466017971,53,0
TabSyn,2,1,0,SQL Injection,0.4684684681012904,59,0,0.1318681317420601,79,0,0.349514562811575,67,0,0.4112149529366756,63,0
TabSyn,2,2,0,SQL Injection,0.4601769907695198,59,2,0.1720430105917447,77,0,0.2653061222134527,72,0,0.299999999739,70,0
TabSyn,2,3,0,SQL Injection,0.617886178424747,47,0,0.1318681317420601,79,0,0.1914893615248981,76,0,0.4259259255828189,62,0
TabSyn,2,4,0,SQL Injection,0.4259259255828189,62,0,0.1318681317420601,79,0,0.2105263155966759,75,0,0.1914893615248981,76,0
TabSyn,2,5,0,SQL Injection,0.5344827582198275,54,0,0.2291666664589843,74,0,0.277227722500147,71,2,0.5344827582198275,54,0
TabSyn,2,6,0,SQL Injection,0.1720430105917447,77,0,0.1318681317420601,79,0,0.1318681317420601,79,0,0.1720430105917447,77,0
TabSyn,2,7,0,SQL Injection,0.59504132188621,49,0,0.0,85,0,0.0,85,0,0.4112149529366756,63,0
TabSyn,2,8,0,SQL Injection,0.5217391300400755,55,0,0.1098901097645211,80,1,0.0898876403615705,81,0,0.5344827582198275,54,0
TabSyn,2,9,0,SQL Injection,0.6718749995433348,42,0,0.2653061222134527,72,0,0.0681818181144111,82,0,0.6290322576231789,46,0
TabSyn,2,10,0,SQL Injection,0.4821428567683354,58,0,0.0681818181144111,82,0,0.0898876403615705,81,0,0.2105263155966759,75,0
TabSyn,2,11,0,SQL Injection,0.4504504500835971,60,1,0.1318681317420601,79,0,0.1521739128995746,78,0,0.349514562811575,67,0
TabSyn,2,12,0,SQL Injection,0.6614173223815487,43,0,0.2653061222134527,72,0,0.1111111110037036,80,0,0.5714285710108044,51,0
TabSyn,2,13,0,SQL Injection,0.744525546963397,34,1,0.2828282825797367,71,0,0.299999999739,70,0,0.5344827582198275,54,0
TabSyn,2,14,0,SQL Injection,0.3809523806367346,65,0,0.1720430105917447,77,0,0.1720430105917447,77,0,0.4601769907695198,59,2
TabSyn,2,15,0,SQL Injection,0.6614173223815487,43,0,0.3962264147691349,64,0,0.5333333329112501,53,3,0.5714285710108044,51,0
TabSyn,2,16,0,SQL Injection,0.3168316828954023,69,0,0.5087719294362881,56,0,0.3962264147691349,64,0,0.4112149529366756,63,0
TabSyn,2,17,0,SQL Injection,0.7246376806758034,35,3,0.1318681317420601,79,0,0.0,85,0,0.5714285710108044,51,0
TabSyn,2,18,0,SQL Injection,0.7943262406446356,29,0,0.0898876403615705,81,0,0.0,85,0,0.6290322576231789,46,0
TabSyn,2,19,0,SQL Injection,0.6614173223815487,43,0,0.3962264147691349,64,0,0.1318681317420601,79,0,0.63999999955456,45,0
TabSyn,2,20,0,SQL Injection,0.7746478868324738,30,2,0.0898876403615705,81,0,0.0459770114482758,83,0,0.617886178424747,47,0
TabSyn,2,21,0,SQL Injection,0.5470085466017971,53,0,0.1318681317420601,79,0,0.2105263155966759,75,0,0.5593220334859236,52,0
TabSyn,2,22,0,SQL Injection,0.4684684681012904,59,0,0.1521739128995746,78,0,0.0898876403615705,81,0,0.2291666664589843,74,0
TabSyn,2,23,0,SQL Injection,0.6614173223815487,43,0,0.299999999739,70,0,0.1914893615248981,76,0,0.5833333329104166,50,0
TabSyn,2,24,0,SQL Injection,0.6507936503442933,44,0,0.2291666664589843,74,0,0.0898876403615705,81,0,0.63999999955456,45,0
TabSyn,5,0,0,SQL Injection,0.8767123282627134,18,0,0.7480916025737427,33,0,0.666666666211382,41,0,0.8767123282627134,18,0
TabSyn,5,1,0,SQL Injection,0.8918918913856829,16,0,0.655999999538176,41,2,0.6666666662015621,40,2,0.9078947363332756,13,1
TabSyn,5,2,0,SQL Injection,0.8689655167379785,19,0,0.5357142853124999,52,0,0.5357142853124999,52,0,0.63333333289,44,0
TabSyn,5,3,0,SQL Injection,0.6446280987260432,43,0,0.6101694910910658,46,0,0.5982905978610563,47,0,0.666666666211382,41,0
TabSyn,5,4,0,SQL Injection,0.9066666661589332,14,0,0.6984126979470899,38,0,0.6984126979470899,38,0,0.8285714280742856,24,0
TabSyn,5,5,0,SQL Injection,0.8799999994926222,16,2,0.5762711860068945,48,2,0.490909090520661,55,1,0.8799999994926222,16,2
TabSyn,5,6,0,SQL Injection,0.7286821700681448,35,0,0.63333333289,44,0,0.5090909087021487,54,0,0.5762711860068945,48,2
TabSyn,5,7,0,SQL Injection,0.7187499995283202,36,0,0.4954128436549112,55,0,0.5225225221271,53,0,0.7384615379843786,34,0
