method,seed_size,seed_undersample_state,random_state,minority_class_name,CatBoost_f1_minority,CatBoost_min_as_maj,CatBoost_maj_as_min,XGBoost_f1_minority,XGBoost_min_as_maj,XGBoost_maj_as_min,LightGBM_f1_minority,LightGBM_min_as_maj,LightGBM_maj_as_min,TabM_f1_minority,TabM_min_as_maj,TabM_maj_as_min
SMOTE,2,22,0,DDOS attack-LOIC-UDP,0.6175999995726208,956,0,0.2421159713027158,1490,0,0.4022191397615168,1293,0,0.3400576366050433,1374,0
SMOTE,2,23,0,DDOS attack-LOIC-UDP,0.6302021398770314,933,0,0.4029574858146411,1292,0,0.1943573665954868,1542,0,0.0057703404443262,1723,0
SMOTE,2,24,0,DDOS attack-LOIC-UDP,0.5689440989713154,1041,0,0.253663466175423,1477,0,0.1733615220402138,1564,0,0.2276923074903037,1506,0
SMOTE,5,0,0,DDOS attack-LOIC-UDP,0.8799480851652207,369,1,0.8250510546541738,513,1,0.7684623612813537,648,1,0.8371467020695711,481,3
SMOTE,5,1,0,DDOS attack-LOIC-UDP,0.8976076550068676,318,3,0.8775576480938929,374,3,0.9041878167627786,300,2,0.876097560482476,378,3
SMOTE,5,2,0,DDOS attack-LOIC-UDP,0.9189865493930788,256,3,0.8408327731856021,473,1,0.6894457094943117,817,1,0.7941381711880362,587,3
SMOTE,5,3,0,DDOS attack-LOIC-UDP,0.7963737791574128,583,1,0.6127864893211571,963,0,0.5648918465159866,1046,0,0.9035532989962816,301,3
SMOTE,5,4,0,DDOS attack-LOIC-UDP,0.8846526650956672,356,1,0.7515370700545562,686,1,0.7012791568049634,793,1,0.8063623784945433,559,1
SMOTE,5,5,0,DDOS attack-LOIC-UDP,0.9389008284849064,196,3,0.8611935372602847,419,2,0.8698495743931933,395,3,0.8624094794296286,415,3
SMOTE,5,6,0,DDOS attack-LOIC-UDP,0.9252801987549708,239,1,0.859596960196345,424,1,0.8205128200283672,525,0,0.9230289804932076,244,3
SMOTE,5,7,0,DDOS attack-LOIC-UDP,0.937596064671869,200,3,0.8919525483989353,334,3,0.9243226404240256,241,2,0.9084017682968796,287,3
SMOTE,5,8,0,DDOS attack-LOIC-UDP,0.9686660693297596,102,3,0.8596896660657108,423,2,0.9142318562418692,270,3,0.863157894245369,413,3
SMOTE,5,9,0,DDOS attack-LOIC-UDP,0.7780530968690552,626,1,0.6604578963360692,874,1,0.636363635929249,920,0,0.8390997643760154,476,3
SMOTE,5,10,0,DDOS attack-LOIC-UDP,0.8278438025701671,506,1,0.7797808408102151,622,1,0.726669125320461,740,1,0.8905296945292882,338,3
SMOTE,5,11,0,DDOS attack-LOIC-UDP,0.9349768870206796,208,3,0.8890318425417892,343,2,0.9097222217256098,284,2,0.8958466448720657,323,3
SMOTE,5,12,0,DDOS attack-LOIC-UDP,0.8752036489043334,382,1,0.8141532114712374,540,1,0.8161865564435057,535,1,0.9382488474274852,198,3
SMOTE,5,13,0,DDOS attack-LOIC-UDP,0.912413358041328,277,1,0.8685676822349566,400,1,0.8161865564435057,535,1,0.9333333328348578,213,3
SMOTE,5,14,0,DDOS attack-LOIC-UDP,0.912181302619265,276,3,0.8930172961096874,331,3,0.8890318425417892,343,2,0.8965517236425129,321,3
SMOTE,5,15,0,DDOS attack-LOIC-UDP,0.9476248472473509,169,3,0.8588429747159132,426,1,0.8509647367026242,446,2,0.8862391229346211,350,3
SMOTE,5,16,0,DDOS attack-LOIC-UDP,0.9921259837514084,24,3,0.9188850605737564,258,1,0.9233167077316962,244,2,0.9543116485170264,148,3
SMOTE,5,17,0,DDOS attack-LOIC-UDP,0.9479134932564276,169,2,0.8470273876205849,457,1,0.8513468568431756,445,2,0.876097560482476,378,3
SMOTE,5,18,0,DDOS attack-LOIC-UDP,0.8030513171331256,567,1,0.6973584901110793,801,1,0.7056617918185333,784,1,0.7773451322672859,627,2
SMOTE,5,19,0,DDOS attack-LOIC-UDP,0.9263746500145807,234,3,0.8940799995048359,328,3,0.8803889784367362,367,2,0.9216848668970424,248,3
SMOTE,5,20,0,DDOS attack-LOIC-UDP,0.9118387904351372,277,3,0.8203551907721619,524,2,0.488188976007161,1167,3,0.8865979376499713,349,3
SMOTE,5,21,0,DDOS attack-LOIC-UDP,0.9871043371313708,41,3,0.9013994905983104,308,2,0.9323029361322348,217,2,0.9763033170352068,77,3
SMOTE,5,22,0,DDOS attack-LOIC-UDP,0.8925248631560804,334,1,0.870049099344123,396,1,0.8096551719312193,551,1,0.9359605906343624,205,3
SMOTE,5,23,0,DDOS attack-LOIC-UDP,0.9586976178300418,135,2,0.7587198844618662,670,1,0.7618364414214744,663,1,0.895359999504835,326,1
SMOTE,5,24,0,DDOS attack-LOIC-UDP,0.906329113427688,293,3,0.8785714280780736,372,2,0.4262295078593754,1257,3,0.8487674878516759,451,3
SMOTE,2,0,0,SQL Injection,0.5087719294362881,56,0,0.0,85,2,0.0,85,0,0.5470085466017971,53,0
SMOTE,2,1,0,SQL Injection,0.491228069787473,57,1,0.1914893615248981,76,0,0.349514562811575,67,0,0.4736842101386579,58,2
SMOTE,2,2,0,SQL Injection,0.3888888885464677,64,2,0.1521739128995746,78,0,0.299999999739,70,0,0.5833333329104166,50,0
SMOTE,2,3,0,SQL Injection,0.6507936503442933,44,0,0.2474226801904559,73,0,0.2828282825797367,71,0,0.5254237284017522,54,2
SMOTE,2,4,0,SQL Injection,0.2474226801904559,73,0,0.2474226801904559,73,0,0.59504132188621,49,0,0.6065573766166353,48,0
SMOTE,2,5,0,SQL Injection,0.5470085466017971,53,0,0.349514562811575,67,0,0.4869565213450282,57,2,0.5087719294362881,56,0
SMOTE,2,6,0,SQL Injection,0.1720430105917447,77,0,0.0898876403615705,81,0,0.1318681317420601,79,0,0.1521739128995746,78,0
SMOTE,2,7,0,SQL Injection,0.3962264147691349,64,0,0.0,85,0,0.0,85,0,0.3300970870837967,68,1
SMOTE,2,8,0,SQL Injection,0.5470085466017971,53,0,0.1111111110037036,80,0,0.0898876403615705,81,0,0.5217391300400755,55,0
SMOTE,2,9,0,SQL Injection,0.6718749995433348,42,0,0.2653061222134527,72,0,0.1111111110037036,80,0,0.6290322576231789,46,0
SMOTE,2,10,0,SQL Injection,0.3962264147691349,64,0,0.0681818181144111,82,0,0.0898876403615705,81,0,0.2291666664589843,74,0
SMOTE,2,11,0,SQL Injection,0.4074074070646433,63,1,0.0898876403615705,81,0,0.299999999739,70,0,0.4504504500835971,60,1
